NAPS_ID	STATION_NAME	Type	Status	TOXIC	Designated	PROVINCE	STREET_ADDRESS	CITY	COUNTRY	FSA	Postal_Code	TimeZone	Lat_Decimal	Long_Decimal	Elevation_m	SO2	CO	NO2	NO	NOX	O3	PM_10_continuous	PM_25_015_continuous	PM_25_017_dryer	PM_25_018_BAM_RH45	PM_25_019_gravimetric40/50	PM_25_020_gravimetric30/50	PM_25_021_gravimetric30	PM_25_022__FDMS	PM_1_GRIMM180	PM_25_026_GRIMM180	PM_10_GRIMM180	PM_25_030_BAM_RH3	PM_10_031_BAM_RH35	PM_25_032_SHARP	VOC	ALDEH_KETO	DICHOTX_METALS	PCB	PCDD	PBDE
61302	ARGYLE CRESCENT _St. Catharines_	C	1		Y	ONTARIO	ARGYLE CRESCENT	ST. CAthARINES	CANADA	L2P		-5	43.16006	-79.23475	109			X	X	X	X			X																	
61303	71 KING STREET	C	0		N	ONTARIO	71 KING STREET	ST. CAthARINES	CANADA	L2R	L2R 3H7	-5	43.1581	-79.24669	105																										
61401	DALHOUSIE & QUEEN	C	0		N	ONTARIO	DALHOUSIE & QUEEN	BRANTFORD	CANADA	N3T		-5	43.13928	-80.26588	212																										
61402	324 GRAND RIVER AVE. _Brantford_	C	1		Y	ONTARIO	324 GRAND RIVER AVE.	BRANTFORD	CANADA	N3T		-5	43.13861	-80.29264	210			X	X	X	X			X																	
61501	WEBER PARK	C	0		N	ONTARIO	EDNA & FREDERICK	KITCHENER	CANADA	N2H		-5	43.45778	-80.47222	327																										
61502	WEST AVE. & HOMEWOOD _Kitchener_	C	1	X	Y	ONTARIO	WEST AVE. & HOMEWOOD	KITCHENER	CANADA	N2M		-5	43.44383	-80.50381	325			X	X	X	X			X												X	X				
61601	REBECCA & WOODSIDE	R	0		N	ONTARIO	REBECCA & WOODSIDE	OAKVILLE	CANADA	L6L		-5	43.4175	-79.69917	84																										
61602	BRONTE RD. & WOBURN CRES. _Oakville_	R	0		N	ONTARIO	BRONTE RD. & WOBURN CRES.	OAKVILLE	CANADA	L6L		-5	43.400621	-79.727495	90																					X					
61603	"8th LINE/GLENASHTON DR., HALTON RESERVE"	R	1		Y	ONTARIO	8th LINE/GLENASHTON DR.; HALTON RESERVE	OAKVILLE	CANADA	L6H		-5	43.48692	-79.70228	177			X	X	X	X			X																	
61701	RITSON RD. & OLIVE AVE. _Oshawa_	R	0		N	ONTARIO	RITSON RD. & OLIVE AVE.	OSHAWA	CANADA	L1H		-5	43.88908	-78.84996	99			X			X			X																	
61702	DURHAM COLLEGE	R	1		Y	ONTARIO	2200 SIMCOE STREET NORth	OSHAWA	CANADA	P0A	L1H 7K4	-5	43.94594	-78.89492	162			X	X	X	X			X																	
61801	FARQUHAR & WYNDHAM	C	0		N	ONTARIO	FARQUHAR & WYNDHAM	GUELPH	CANADA	N1H		-5	43.54333	-80.24667	332																										
61802	EXHIBITION PARK ARENA _Guelph_	R	1		Y	ONTARIO	70 DIVISION STREET; EXHIBITION PARK	GUELPH	CANADA	N1H	N1H 1R3	-5	43.55161	-80.26417	335			X	X	X	X			X																	
61901	WALPOLE ISLAND	U	0		N	ONTARIO	WALPOLE ISLAND	WALPOLE ISLAND	CANADA	N0P		-5	42.53833	-82.41111	174																					X					
61902	BEAR CREEK/WALLACEBURG	U	1	X	Y	ONTARIO	8147 MEADOWVALE LINE	CHAthAM-KENT	CANADA			-5	42.53558	-82.3897	175																					X	X	X			
62001	CHIPPEWA ST. - DND _North Bay_	R	1		Y	ONTARIO	540 CHIPPEWA ST. N.; Dept. of National Defence	NORth BAY	CANADA	P1B		-5	46.32323	-79.44928	223			X	X	X	X			X																	
62101	COLLEGE OF AGRIC.	A	0		N	ONTARIO	COLLEGE OF AGRIC.	HURON PARK	CANADA	N0M		-5	43.28333	-81.5	251																										
62201	MOE WATER PUMP STN. _Merlin_	A	0		N	ONTARIO	MOE WATER PUMP STN.	MERLIN	CANADA	N0P		-5	42.24407	-82.22301	191						X			X																	
62301	PUB. BLDG.	A	0		N	ONTARIO	PUB. BLDG.	thEDFORD	CANADA	N0M		-5	43.1646	-81.8574	206																										
62401	PUC BLDG.	A	0		N	ONTARIO	PUC BLDG.	PARKHILL	CANADA	N0M		-5	43.16667	-81.68333	203																										
62501	TIVERTON _Tiverton_	U	1		Y	ONTARIO	BRUCE NUCLEAR VISITOR CTR	TIVERTON	CANADA	N0G		-5	44.31447	-81.54972	230	X		X	X	X	X			X																	
62601	EXPERIMENTAL FARM _Simcoe_	A	1	X	Y	ONTARIO	EXPERIMENTAL FARM	SIMCOE	CANADA	N0A		-5	42.856896	-80.270282	236	X		X	X	X	X			X												X	X	X			
62701	PROVINCIAL PARK _Long Point_	U	0		N	ONTARIO	PROVINCIAL PARK	LONG POINT	CANADA	N0E		-5	42.58333	-80.38333	173																										
62801	WEBER & UNIVERSITY	R	0		N	ONTARIO	WEBER & UNIVERSITY	WATERLOO	CANADA	N2J		-5	43.48333	-80.51667	320																										
62901	ALLENDALE AVE.	R	0		N	ONTARIO	ALLENDALE AVE.	NIAGARA FALLS	CANADA	L2G		-5	43.08333	-79.08333	196																										
62902	STANLEY/HWY 405	R	0		N	ONTARIO	STANLEY/HWY 405	NIAGARA FALLS	CANADA	L2E		-5	43.1	-79.08333	182																										
63001	HWY 2 & NORth SHORE BLVD. _Burlington_	R	1		Y	ONTARIO	HWY 2 & NORth SHORE BLVD.	BURLINGTON	CANADA	L7S		-5	43.31511	-79.80264	83			X	X	X	X			X																	
63101	509 VICTORIA STREET E.	R	0		N	ONTARIO	509 VICTORIA STREET E.	ALLISTON	CANADA	L9R		-5	44.15	-79.85	219																										
63201	HWY 47 & HWY 48 _York Region_	R	0		N	ONTARIO	HWY 47 & HWY 48	STOUFFVILLE	CANADA	L4A		-5	43.96458	-79.26607	257						X	X														X					
63301	HWY 117 & PAINT LAKE ROAD _Dorset_	F	1	X	Y	ONTARIO	HWY 117 & PAINT LAKE ROAD	DORSET	CANADA	P0A		-5	45.22428	-78.93294	321						X			X												X					
63401	HAWKEYE LAKE	F	0		N	ONTARIO	HAWKEYE LAKE	HAWKEYE LAKE	CANADA	P0T		-5	48.66667	-89.48333	437																										
63501	HIGH FALLS	F	0		N	ONTARIO	HIGH FALLS ROAD	HIGH FALLS	CANADA	P0M		-5	46.3807	-81.5448	219																										
63601	LONGWOODS CONS. AUthORITY	U	0		N	ONTARIO	LONGWOODS CONS. AUthORITY	LONGWOODS	CANADA	N0L		-5	42.88333	-81.48333	240																					X	X				
63701	"POINT BLAKE ""CONSERVATION AREA"" _Grand Bend_"	U	1		Y	ONTARIO	HWY 21 & COUNTY RD 83	GRAND BEND	CANADA	N0M		-5	43.33308	-81.74289	189			X	X	X	X			X																	
63801	NANTICOKE VILLAGE	R	0		N	ONTARIO	RAINHAM RD (NEAR STELCO GATE)	NANTICOKE	CANADA	N0A		-5	42.81667	-80.08333	185																					X					
63802	SOUth WALPOLE	I	0		N	ONTARIO	"WALPOLE S. PS, SANDUSK RD."	NANTICOKE	CANADA	N0A		-5	42.83333	-80.03333	190																					X					
63901	CLOUD RIVER	U	0		N	ONTARIO	CLOUD RIVER	CLOUD RIVER	CANADA	P0T		-5	48.15	-89.45	274																										
64001	EXPERIMENTAL LAKES AREA	F	1		C	ONTARIO	EXP. LAKES AREA	EXP. LAKES AREA	CANADA	P0X		-6	49.66389	-93.72111	369						X																				
64101	ALGOMA	F	1		C	ONTARIO	ALGOMA	ALGOMA	CANADA	P0S		-5	47.03361	-84.37889	411						X																				
64201	CHALK RIVER	F	0		N	ONTARIO	CHALK RIVER	CHALK RIVER	CANADA	K0J		-5	46.06278	-77.40472	184						X																				
64301	LONGWOODS	U	0		N	ONTARIO	LONGWOODS	LONGWOODS	CANADA	N0L		-5	42.88472	-81.48056	239						X																				
64401	EGBERT	A	1	X	C	ONTARIO	EGBERT	EGBERT	CANADA	L0M		-5	44.231111	-79.783056	253						X															X	X				
64501	PORTAGE/CHURCH ST.	R	0		N	ONTARIO	PORTAGE/CHURCH ST.	FORT FRANCES	CANADA	P9A		-6	48.61667	-93.4	340																										
64502	ROBERT MOORE P.S.	R	0		N	ONTARIO	ARMIT AVE. & FORth ST. E.	FORT FRANCES	CANADA	P9A		-6	48.63333	-93.38333	342																										
64601	PT. PETRE	U	1	X	Y	ONTARIO	PT. PETRE	PT. PETRE	CANADA	K0K		-5	43.839897	-77.155138	74																					X	X	X			
64701	1385 RIVER ROAD _Georgian Bay South_	U	0		N	ONTARIO	1385 RIVER ROAD	WASAGA BEACH	CANADA	L0L	?	-5	44.56667	-80	175																										
64801	EARL LANTZ PROPERTY	I	0		N	ONTARIO	EARL LANTZ PROPERTY	BEACHVILLE	CANADA	N0M		-5	43.1	-80.86667	308																										
64901	185 KING ST. S.	I	0		N	ONTARIO	185 KING ST. S.	thOROLD	CANADA	L2V		-5	43.11667	-79.2	178																										
65001	OLD PUC _Barrie_	R	1		Y	ONTARIO	85 PERRY STREET	BARRIE	CANADA	L4N		-5	44.39222	-79.70417	250			X	X	X	X			X																	
65101	EAGLE ST. & McCAFFREY RD. _Newmarket_	R	1	X	Y	ONTARIO	EAGLE ST. & McCAFFREY RD.	NEWMARKET	CANADA	L3X		-5	44.04431	-79.48325	273			X	X	X	X			X												X	X				
65201	7 BAY STREET _Parry Sound_	R	1		Y	ONTARIO	7 BAY STREET	PARRY SOUND	CANADA	P2A		-5	45.33786	-80.03817	181			X	X	X	X			X																	
65301	ELGIN WATER TREATMENT PLANT _Port Stanley_	C	1		Y	ONTARIO	43665 DEXTER LINE	PORT STANLEY	CANADA	N0L	N0L 2L0	-5	42.67208	-81.16289	217						X			X																	
65401	WATER TREATMENT PLANT _Belleville_	R	1		Y	ONTARIO	2 SIDNEY STREET	BELLEVILLE	CANADA	K8P	K8P 3Y7	-5	44.15053	-77.3955	85			X	X	X	X			X																	
65501	BURNT ISLAND	U	1	X	Y	ONTARIO	BURNT ISLAND	BURNT ISLAND	CANADA			-5	45.8081	-82.9508	182																										
65601	ESSEX SITE	C	0		N	ONTARIO	360 FAIRVIEW AVE. W.	ESSEX	CANADA	N8M	N8M 1Y6	-5	42.16	-82.83333	193	X		X	X		X			X																	
65701	MORRISBURG	C	1		Y	ONTARIO	COUNTY RD.2 / MORRISGURG WATER TOWER	MORRISBURG	CANADA	K0C	K0C 1X0	-5	44.89975	-75.18994	69						X			X																	
65801	CHATHAM	C	1		Y	ONTARIO	435 GRAND AVENUE W.	CHATHAM	CANADA	N7L	N7L 3Z4	-5	42.40369	-82.20831	194	X		X	X	X	X			X																	
65901	PICKLE LAKE	U	1		C	ONTARIO	PICKLE LAKE	PICKLE LAKE	CANADA			-6	51.45222	-90.2175	393						X																				
66001	FRASERDALE	U	0		C	ONTARIO	FRASERDALE	FRASERDALE	CANADA			-5	49.88333	-81.56666	167						X																				
66101	BONNER LAKE	U	1		C	ONTARIO	Bonner Lake	Moonbeam	CANADA	P0L	P0L 1V0	-5	49.386389	-82.121389	245						X																				
66201	PETAWAWA	F	1		Y	ONTARIO	"Natural Resources Canada, Petawawa Research Forest Facility, Clouthier Rd.,"	CHALK RIVER (Petawawa)	CANADA			-5	45.996722	-77.441194	180						X			X																	
70101	270 OSBORNE STREET	C	0		N	MANITOBA	270 OSBORNE STREET	WINNIPEG	CANADA	R3L	R3C 1V7	-6	49.87381	-97.14167	227																										
70102	PORTAGE & WOODLAWN	R	0		N	MANITOBA	PORTAGE & WOODLAWN	WINNIPEG	CANADA	R3J	R3J 0L3	-6	49.87778	-97.23333	232																										
70103	HARTFORD & MAIN	R	0		N	MANITOBA	HARTFORD & MAIN	WINNIPEG	CANADA	R2V	R2V 0W3	-6	49.93639	-97.11775	236																										
70104	UNION STOCK YARDS	I	0		N	MANITOBA	UNION STOCK YARDS	WINNIPEG	CANADA	R2J	R2J 0K4	-6	49.88	-97.08556	226																										
70105	MARTIN & HENDERSON HWY	R	0		N	MANITOBA	MARTIN & HENDERSON HWY	WINNIPEG	CANADA	R2L	R2L 1M9	-6	49.91694	-97.11333	225																										
70110	KENNEDY & ST. MARY'S	C	0		N	MANITOBA	KENNEDY & ST. MARY'S	WINNIPEG	CANADA	R3C	R3C 1S8	-6	49.88972	-97.14667	232																										
70113	WINDERMERE & ROCKMAN	I	0		N	MANITOBA	WINDERMERE & ROCKMAN	WINNIPEG	CANADA	R3T	R3T 1A3	-6	49.84778	-97.155	227																										
70115	PORTAGE & MINTO	C	0		N	MANITOBA	PORTAGE & MINTO	WINNIPEG	CANADA	R3G	R3G 0S8	-6	49.88444	-97.18	239																										
70116	SMITH & KING	I	0		N	MANITOBA	SMIth & KING	WINNIPEG	CANADA	R3B	R3B 2H2	-6	49.89583	-97.14389	237																										
70118	CITY OF WINNIPEG FLOOD PUMP ST	R	1		Y	MANITOBA	299 SCOTIA ST.	WINNIPEG	CANADA	R2V	R2V 1W3	-6	49.93207	-97.11317	227		X	X	X	X	X														X						
70119	65 ELLEN STREET	C	1	X	Y	MANITOBA	65 ELLEN STREET	WINNIPEG	CANADA	R3A	R3A 0Z8	-6	49.89795	-97.14665	229	X	X	X	X	X	X	X													X	X	X	X			
70120	ST. VITAL - ST.BONIFACE COMMUN	R	0		N	MANITOBA	604 ST. MARY'S RD.	WINNIPEG	CANADA	R2M	R2M 3L5	-6	49.86278	-97.11194	230																										
70121	301 WESTON STREET	C	0		N	MANITOBA	301 Weston	WINNIPEG	CANADA	R2N	R3E 3H4	-6	49.8	-97.1	227																										
70201	11th ST. & PRINCESS AVE.	C	0		N	MANITOBA	11th ST. & PRINCESS AVE.	BRANDON	CANADA	R7A	R7A 0P9	-6	49.84693	-99.95258	379																										
70202	12th ST. & HILL AVE.	R	0		N	MANITOBA	12th ST. & HILL AVE.	BRANDON	CANADA	R7A		-6	49.83187	-99.95402	388																										
70203	ASSINIBOINE COMM. COLLEGE	R	1		Y	MANITOBA	1430 VICTORIA AVENUE EAST	BRANDON	CANADA	R7A	R7A 2A9	-6	49.83913	-99.9205	385			X	X	X	X	X													X						
70301	PROVINCIAL BUILDING	C	1	X	Y	MANITOBA	143 MAIN STREET	FLIN FLON	CANADA	R8A	R8A 1K2	-6	54.765	-101.87528	339	X						X													X			X			
70501	THOMSON	C	1		P	MANITOBA	THOMSON DRIVE	THOMSON	CANADA			-6	55.74719	-97.87353	205	X						X	X																		
80102	3211 ALBERT STREET	R	0		N	SASKATCHEWAN	3211 ALBERT STREET	REGINA	CANADA	S4S	S4S 5W6	-6	50.4275	-104.615	574																										
80108	12th AVENUE & SMITH ST.	C	0		N	SASKATCHEWAN	12th AVENUE & SMIth ST.	REGINA	CANADA	S4S		-6	50.39889	-104.61389	577																										
80109	1620 ALBERT STREET	C	0		N	SASKATCHEWAN	1620 ALBERT STREET	REGINA	CANADA	S4T	S4P 2S6	-6	50.45306	-104.61778	584																										
80110	2505 11th. AVENUE	C	1	X	Y	SASKATCHEWAN	2505 11th. AVENUE	REGINA	CANADA	S4P	S4P 0K6	-6	50.45017	-104.61722	585	X	X	X	X	X	X												X			X	X				
80202	CITY LIBRARY	C	0		N	SASKATCHEWAN	4th AVE. & 23RD ST.	SASKATOON	CANADA	S7K		-6	52.12964	-106.65959	478																										
80203	PORTEOUS LODGE	R	0		N	SASKATCHEWAN	30th ST. & 105 AVENUE	SASKATOON	CANADA	S7L		-6	52.13889	-106.69389	498																										
80209	IDYLWYLD DR. & 33RD ST.	C	0		N	SASKATCHEWAN	IDYLWYLD DR. & 33RD ST.	SASKATOON	CANADA	S7K		-6	52.14333	-106.66889	504																										
80210	CENTRAL HAVEN	R	0		N	SASKATCHEWAN	1020 AVE I NORth	SASKATOON	CANADA	S7L	S7L 2H7	-6	52.14306	-106.67667	503																										
80211	CORMAN PARK	C	1	X	Y	SASKATCHEWAN	511 1ST AVENUE NORth	SASKATOON	CANADA	S7K	S7K 1X5	-6	52.13613	-106.66293	483	X	X	X	X	X	X												X					X			
80301	FAIRFORD ST. & 1ST AVE.	C	0		N	SASKATCHEWAN	FAIRFORD ST. & 1ST AVE.	MOOSEJAW	CANADA	S6H		-6	50.39444	-105.53833	581																										
80302	110 OMINICA STREET	C	0		N	SASKATCHEWAN	110 OMINICA STREET	MOOSEJAW	CANADA	S6H		-6	50.39345	-105.53759	548																										
80401	1257 - 1ST AVE. EAST	C	0		N	SASKATCHEWAN	1257 - 1ST AVE. EAST	PRINCE ALBERT	CANADA	S6V		-6	53.20306	-105.75278	455																										
80402	63 - 12th STREET EAST _PA Station_	C	1		Y	SASKATCHEWAN	63 - 12th STREET EAST	PRINCE ALBERT	CANADA	S6V	S6V 6G1	-6	53.201694	-105.75203	436	X		X	X	X	X												X								
80501	1 ST. & 14th AVE.	C	0		N	SASKATCHEWAN	1 ST. & 14th AVE.	ESTEVAN	CANADA	S4A		-6	49.14083	-103.00111	565																										
80601	44th ST. & 48th AVE.	C	0		N	SASKATCHEWAN	44th ST. & 48th AVE.	LLOYDMINSTER	CANADA	S9V		-6	53.27833	-110	646																										
80701	CORONACH	R	0		N	SASKATCHEWAN	SE CORNER OF CORONACH	CORONACH	CANADA	S0H		-6	49.11667	-105.51667	786																										
80801	PENSE	R	0		N	SASKATCHEWAN	324 NORth FRONT ST.	PENSE	CANADA	S0G		-6	50.34861	-104.98333	581																										
80901	BRATT'S LAKE	A	1	X	C	SASKATCHEWAN	RADIATION OBSERVATORY	BRATT'S LAKE	CANADA	S0G		-6	50.20083	-104.71028	595						X															X	X				
81001	SPEEDY CREEK	C	1		Y	SASKATCHEWAN	1200 BEGG ST. W	SWIFT CURRENT	CANADA	S9H	S9H 3X3	-6	50.285833	-107.81689	753	X		X	X	X	X		X										X								
90103	146 ST. & 92ND AVENUE	R	0		N	ALBERTA	146 ST. & 92ND AVENUE	EDMONTON	CANADA	T5R	T5R 0W4	-7	53.52626	-113.57091	667																										
90109	149 ST. & 115 AVENUE	I	0		N	ALBERTA	149 ST. & 115 AVENUE	EDMONTON	CANADA	T5M	T5M 1W9	-7	53.56519	-113.57793	676																										
90114	109th ST. & 98th AVENUE	C	0		N	ALBERTA	109th ST. & 98th AVENUE	EDMONTON	CANADA	T5K	T5K 0C8	-7	53.53555	-113.50896	666																										
90118	73 AVENUE & 95 STREET	R	0		N	ALBERTA	73 AVENUE & 95 STREET	EDMONTON	CANADA	T6E	T6E 1A9	-7	53.50962	-113.47359	670																										
90120	EDMONTON SOUTH	R	1		Y	ALBERTA	6240 113 STREET	EDMONTON	CANADA	T6H	T6H 3L2	-7	53.50022	-113.526	675		X	X	X	X	X	X							X												
90121	EDMONTON EAST	I	1	X	Y	ALBERTA	17 STREET & 105 AVENUE	EDMONTON	CANADA	T6P	T6P 1R2	-7	53.54823	-113.36811	670	X	X	X	X	X	X								X							X	X				
90122	EDMONTON NORTHWEST	R	0		N	ALBERTA	13335 127 ST	EDMONTON	CANADA	T5L	T5L 1B5	-7	53.59472	-113.53889	678		X	X			X	X	X																		
90123	100 ST. & 102 AVENUE	R	0		N	ALBERTA	100 ST. & 102 AVENUE	EDMONTON	CANADA	T5J	T5J 5B6	-7	53.54378	-113.4905	675																										
90125	PRINS ELIZABETH & 108 ST	C	0		N	ALBERTA	PRINS ELIZABEth & 108 ST	EDMONTON	CANADA	T5G	T5G 0Y6	-7	53.56409	-113.50695	674																										
90126	77 AVENUE & 85 STREET	R	0		N	ALBERTA	77 AVENUE & 85 STREET	EDMONTON	CANADA	T6C	T6C 0L5	-7	53.51278	-113.45639	670																										
90127	115 AVENUE & 159 STREET	I	0		N	ALBERTA	115 AVENUE & 159 STREET	EDMONTON	CANADA	T5M		-7	53.5675	-113.59917	683																										
90128	99 AVENUE & 160 STREET	R	0		N	ALBERTA	99 AVENUE & 160 STREET	EDMONTON	CANADA	T5P	T5P 3E3	-7	53.5375	-113.59611	672																										
90129	101 AVENUE & 17 STREET	I	0		N	ALBERTA	101 AVENUE & 17 STREET	EDMONTON	CANADA	T5P		-7	53.5375	-113.59611	672																										
90130	EDMONTON CENTRAL	C	1	X	Y	ALBERTA	10255 - 104th STREET	EDMONTON	CANADA	T5J	T5J 1B1	-7	53.54449	-113.49893	663		X	X	X	X	X								X							X	X				
90131	SHERWOOD PARK	R	0		N	ALBERTA	BROADMOOR BLVD	SHERWOOD PARK	CANADA	T8A		-7	53.53194	-113.32056	717	X																	X								
90132	EDMONTON MCINTYRE	C	1	X	Y	ALBERTA	4946-89 STREET	EDMONTON	CANADA	T6E	T6E 5K1	-7	53.486	-113.4646	682								X		X				X				X					X			
90203	407-31 AVENUE N.W.	R	0		N	ALBERTA	407-31 AVENUE N.W.	CALGARY	CANADA	T2M		-7	51.08048	-114.06784	1082																										
90204	316-7th AVENUE	C	0		N	ALBERTA	316-7th AVENUE	CALGARY	CANADA	T2G		-7	51.045	-114.04861	1044																										
90216	GLENMORE TRAIL & 18 ST.	R	0		N	ALBERTA	GLENMORE TRAIL & 18 ST.	CALGARY	CANADA	T3E		-7	51.00361	-114.09889	1089																										
90218	CALGARY EAST	I	1		Y	ALBERTA	49 AVENUE & 15th STREET S.E.	CALGARY	CANADA	T2G		-7	51.00943	-114.02542	1029	X	X	X	X	X	X								X												
90219	620-7th AVENUE S.W.	C	0		N	ALBERTA	620-7th AVENUE S.W.	CALGARY	CANADA	T2P		-7	51.04694	-114.07472	1048																										
90220	26 AVE. & 4 STREET N.W.	R	0		N	ALBERTA	26 AVE. & 4 STREET N.W.	CALGARY	CANADA	T2M		-7	51.07606	-114.07148	1090																										
90221	DALHOUSIE DR & DALHAM DR	R	0		N	ALBERTA	DALHOUSIE DR & DALHAM DR	CALGARY	CANADA	T3A		-7	51.10611	-114.15167	1140																										
90222	CALGARY NORthWEST	R	1		Y	ALBERTA	39 ST. & 29 AVE. N.W.	CALGARY	CANADA	T3B		-7	51.08018	-114.14529	1120		X	X	X	X	X								X												
90223	11 ST. & 38 AVE. S.E.	C	0		N	ALBERTA	11 ST. & 38 AVE. S.E.	CALGARY	CANADA	T2G		-7	51.02056	-114.03361	1042																										
90224	OGDENDALE & 71 AVE S.E.	I	0		N	ALBERTA	OGDENDALE & 71 AVE S.E.	CALGARY	CANADA	T2C		-7	50.98861	-113.98944	1024																										
90225	PALLISER DR & OAKWOOD SW	R	0		N	ALBERTA	PALLISER DR & OAKWOOD SW	CALGARY	CANADA	T2V		-7	50.96944	-114.12472	1104																										
90226	SHEPPARD & 84 AVE S.E.	I	0		N	ALBERTA	SHEPPARD & 84 AVE S.E.	CALGARY	CANADA	T2C		-7	50.97806	-113.99306	1036																										
90227	CALGARY CENTRAL	C	0		N	ALBERTA	611-4th STREET S.W.	CALGARY	CANADA	T2P		-7	51.04778	-114.07556	1044																					X	X	X			
90228	CALGARY CENTRAL-2	C	1	X	Y	ALBERTA	620 7th ave SW	CALGARY	CANADA	T2P	T2P-0Y8	-7	51.04761	-114.07517	105		X	X	X	X	X	X	X						X							X		X			
90301	4747 50th STREET	C	0		N	ALBERTA	4747 50th STREET	RED DEER	CANADA	T4N	T0P 1C0	-7	52.26944	-113.80833	862																										
90302	RED DEER RIVERSIDE DRIVE	C	1		Y	ALBERTA	73 STREET & RIVERSIDE DRIVE	RED DEER	CANADA	T4P		-7	52.29881	-113.79411	858	X	X	X	X	X	X								X												
90303	RED DEER - 30 Ave - CITY CENTRE	C	0		N	ALBERTA	30 Avenue		CANADA			-7																													
90401	770 FIRST STREET S.E.	C	0		N	ALBERTA	770 FIRST STREET S.E.	MEDICINE HAT	CANADA	T1A		-7	50.05	-110.66667	686																										
90402	CRESCENT HEIGHTS	R	1		Y	ALBERTA	12th ST NW & Division Ave.	MEDICINE HAT	CANADA	T1A		-7	50.04893	-110.68116	709		X	X	X	X	X								X												
90501	13 ST. & 9 AVENUE S.	C	0		N	ALBERTA	13 ST. & 9 AVENUE S.	LEthBRIDGE	CANADA	T1J		-7	49.695	-112.82278	909																										
90502	LETHBRIDGE	R	1		Y	ALBERTA		LEthBRIDGE	CANADA	T1J		-7	49.71621	-112.8006	918	X	X	X	X	X	X		X	X					X												
90601	FORT SASKATCHEWAN	R	1	X	Y	ALBERTA	9209A-96 Ave	FORT SASKATCHEWAN	CANADA	T8L		-7	53.69887	-113.22328	628	X	X	X	X	X	X		X												X	X					
90602	RANGE ROAD 220	A	1		P	ALBERTA	RGE RD 220 & RIVER ROAD	FORT SASKATCHEWAN	CANADA	T8L		-7	53.75236	-113.12589	625	X		X		X																					
90603	ROSS CREEK	I	1		P	ALBERTA	100 AVE EAST OF 109ST.	FORT SASKATCHEWAN	CANADA	T8L		-7	53.71622	-113.19994	620	X		X	X	X																					
90604	SCOTFORD	U	0		P	ALBERTA	RGE RD 214 TWP RD 560	FORT SASKATCHEWAN	CANADA	T8L		-7	53.79142	-113.07867	648	X																									
90605	STATION 401	A	0		P	ALBERTA	HWY 636 RGE RD 223	FORT SASKATCHEWAN	CANADA	T8L		-7	53.7107	-113.16461	619			X	X	X																					
90606	BRUDERHEIM	R	1		P	ALBERTA		Town of Bruderheim	CANADA			-7	53.7999878	-112.92781	632	X		X	X	X	X									X	X	X									
90701	FORT MCMURRAY ATHABASCA VALLEY	R	1	X	Y	ALBERTA	FRANKLIN AVENUE	FORT MCMURRAY	CANADA	T9H		-7	56.7328	-111.3902	260	X	X	X	X	X	X		X												X	X					
90702	FORT MCMURRAY PATRICIA MCINNES	R	1		P	ALBERTA	TIMBERLEA SUBDIVISION	FORT MCMURRAY	CANADA	T9K		-7	56.75222	-111.47611	355	X		X	X	X	X		X																		
90703	MILLENNIUM	I	1		P	ALBERTA		FORT MCMURRAY	CANADA	T9K		-7	56.88892	-111.3831	340	X		X	X	X			X																		
90801	FORT MCKAY	R	1		P	ALBERTA	MAIN STREET	FORT MACKAY	CANADA	T0P		-7	57.18941	-111.6405	268	X		X	X	X	X		X												X						
90802	LOWER CAMP	F	1		P	ALBERTA	LOWER CAMP	FORT MACKAY	CANADA	T0P		-7	57.02694	-111.50083	247	X																									
90803	MILDRED LAKE	F	1		P	ALBERTA	SYNCRUDE AIRSTRIP	FORT MACKAY	CANADA	T0P		-7	57.05	-111.56444	313	X																									
90804	MANNIX	F	1		P	ALBERTA	MANNIX	FORT MACKAY	CANADA	T0P		-7	56.96778	-111.48194	331	X																									
90805	BUFFALO VIEWPOINT	F	1		P	ALBERTA	BUFFALO VIEWPOINT	FORT MACKAY	CANADA	T0P		-7	56.99667	-111.5925	336	X																									
90806	SYNCRUDE UE1	F	1	X	Y	ALBERTA		FORT MACKAY	CANADA	T0P		-7	57.1492	-111.6424	342	X		X	X	X	X		0	X												X	X				
90807	WAPASU CREEK	I	4	X	Y	ALBERTA	Located outside approval boundries at PTI camp	WAPASU	CANADA			-7	57.26176	-111.037	429	X		X	X	X	X												X			X					
90901	ROYAL PARK _RLPK_	A	0		N	ALBERTA	ROYAL PARK	VEGREVILLE	CANADA	T0B		-7	53.57528	-112.19389	656																					X					
91001	ESTHER	U	1	X	C	ALBERTA	ESthER	ESthER	CANADA	T0J		-7	51.66667	-110.2	707						X															X					
91101	ELK ISLAND NATIONAL PARK	U	1	X	Y	ALBERTA	NATIONAL PARK	ELK ISLAND	CANADA	T8L		-7	53.68238	-112.86812	714						X														X	X					
91201	HIGHTOWER RIDGE	F	0		Y	ALBERTA	SE 11 54 2 W6	HIGHTOWER RIDGE	CANADA	T0E		-7	53.64675	-118.17837	1500	X		X	X	X	X		X													X					
91301	TOMAHAWK	A	1		P	ALBERTA	SE 2 51 6 W5	TOMAHAWK	CANADA	T0E		-7	53.37255	-114.76835	789	X		X	X	X	X	X	X																		
91401	VIOLET GROVE	A	1		P	ALBERTA	SE 17 48 08 W5	VIOLET GROVE	CANADA	T0E		-7	53.14222	-115.13806	1000	X		X	X	X	X																				
